MA TRADER ||  2018-04-16T06:53 #:  0 {}
MA TRADER ||  2018-04-16T14:32 #:  0 {} last Price  O:  12292.5 H:  12312.5 L:  12292.5 C:  12310.0  SMA  12372.354166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:33  || Last Bar O:  12292.5 H:  12325.0 L:  12292.5 C:  12322.5  || SMA60  12372.35
MA TRADER ||  2018-04-16T14:33 #:  0 {} last Price  O:  12292.5 H:  12325.0 L:  12292.5 C:  12322.5  SMA  12372.354166666666  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:34 #:  0 {} last Price  O:  12292.5 H:  12327.5 L:  12292.5 C:  12312.5  SMA  12372.354166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:34  || Last Bar O:  12292.5 H:  12327.5 L:  12292.5 C:  12312.5  || SMA60  12372.35
 no touch 
Observing MA Touch ||  Time:  14:35  || Last Bar O:  12292.5 H:  12327.5 L:  12292.5 C:  12305.0  || SMA60  12372.35
 no touch 
MA TRADER ||  2018-04-16T14:35 #:  0 {} last Price  O:  12292.5 H:  12327.5 L:  12292.5 C:  12305.0  SMA  12372.354166666666  last trade time  2018-04-16T13:45
CANCELLING ALL ORDERS  2018-04-16T14:36
Observing MA Touch ||  Time:  14:36  || Last Bar O:  12305.0 H:  12305.0 L:  12305.0 C:  12305.0  || SMA60  12367.9
MA TRADER ||  2018-04-16T14:36 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12305.0 C:  12305.0  SMA  12367.895833333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:37  || Last Bar O:  12305.0 H:  12307.5 L:  12302.5 C:  12305.0  || SMA60  12367.9
 no touch 
MA TRADER ||  2018-04-16T14:37 #:  0 {} last Price  O:  12305.0 H:  12307.5 L:  12302.5 C:  12305.0  SMA  12367.895833333334  last trade time  2018-04-16T13:45
MA TRADER ||  2018-04-16T14:38 #:  0 {} last Price  O:  12305.0 H:  12312.5 L:  12302.5 C:  12305.0  SMA  12367.895833333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:38  || Last Bar O:  12305.0 H:  12312.5 L:  12302.5 C:  12305.0  || SMA60  12367.9
 no touch 
Observing MA Touch ||  Time:  14:39  || Last Bar O:  12305.0 H:  12312.5 L:  12302.5 C:  12307.5  || SMA60  12367.9
MA TRADER ||  2018-04-16T14:39 #:  0 {} last Price  O:  12305.0 H:  12312.5 L:  12302.5 C:  12307.5  SMA  12367.895833333334  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:40 #:  0 {} last Price  O:  12305.0 H:  12312.5 L:  12300.0 C:  12307.5  SMA  12367.895833333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:40  || Last Bar O:  12305.0 H:  12312.5 L:  12300.0 C:  12307.5  || SMA60  12367.9
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:41
Observing MA Touch ||  Time:  14:41  || Last Bar O:  12305.0 H:  12305.0 L:  12305.0 C:  12305.0  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:41 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12305.0 C:  12305.0  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:42  || Last Bar O:  12305.0 H:  12305.0 L:  12295.0 C:  12295.0  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:42 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12295.0 C:  12295.0  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:43  || Last Bar O:  12305.0 H:  12305.0 L:  12292.5 C:  12297.5  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:43 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12292.5 C:  12297.5  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:44  || Last Bar O:  12305.0 H:  12305.0 L:  12292.5 C:  12295.0  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:44 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12292.5 C:  12295.0  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:45  || Last Bar O:  12305.0 H:  12305.0 L:  12287.5 C:  12287.5  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:45 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12287.5 C:  12287.5  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:46
Observing MA Touch ||  Time:  14:46  || Last Bar O:  12305.0 H:  12305.0 L:  12280.0 C:  12285.0  || SMA60  12363.63
MA TRADER ||  2018-04-16T14:46 #:  0 {} last Price  O:  12305.0 H:  12305.0 L:  12280.0 C:  12285.0  SMA  12363.625  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:47 #:  0 {} last Price  O:  12282.5 H:  12302.5 L:  12280.0 C:  12302.5  SMA  12359.854166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:47  || Last Bar O:  12282.5 H:  12302.5 L:  12280.0 C:  12302.5  || SMA60  12359.85
 no touch 
MA TRADER ||  2018-04-16T14:48 #:  0 {} last Price  O:  12282.5 H:  12312.5 L:  12280.0 C:  12312.5  SMA  12359.854166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:48  || Last Bar O:  12282.5 H:  12312.5 L:  12280.0 C:  12312.5  || SMA60  12359.85
 no touch 
MA TRADER ||  2018-04-16T14:49 #:  0 {} last Price  O:  12282.5 H:  12322.5 L:  12280.0 C:  12322.5  SMA  12359.854166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:49  || Last Bar O:  12282.5 H:  12322.5 L:  12280.0 C:  12322.5  || SMA60  12359.85
 no touch 
Observing MA Touch ||  Time:  14:50  || Last Bar O:  12282.5 H:  12325.0 L:  12280.0 C:  12317.5  || SMA60  12359.85
MA TRADER ||  2018-04-16T14:50 #:  0 {} last Price  O:  12282.5 H:  12325.0 L:  12280.0 C:  12317.5  SMA  12359.854166666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:51
Observing MA Touch ||  Time:  14:51  || Last Bar O:  12282.5 H:  12325.0 L:  12280.0 C:  12320.0  || SMA60  12359.85
MA TRADER ||  2018-04-16T14:51 #:  0 {} last Price  O:  12282.5 H:  12325.0 L:  12280.0 C:  12320.0  SMA  12359.854166666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:51
MA TRADER ||  2018-04-16T14:51 #:  0 {} last Price  O:  12317.5 H:  12317.5 L:  12315.0 C:  12315.0  SMA  0.0  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  14:52  || Last Bar O:  12317.5 H:  12322.5 L:  12310.0 C:  12315.0  || SMA60  12356.4
MA TRADER ||  2018-04-16T14:52 #:  0 {} last Price  O:  12317.5 H:  12322.5 L:  12310.0 C:  12315.0  SMA  12356.395833333334  last trade time  2018-04-16T14:51
 no touch 
Observing MA Touch ||  Time:  14:53  || Last Bar O:  12317.5 H:  12322.5 L:  12310.0 C:  12320.0  || SMA60  12356.4
MA TRADER ||  2018-04-16T14:53 #:  0 {} last Price  O:  12317.5 H:  12322.5 L:  12310.0 C:  12320.0  SMA  12356.395833333334  last trade time  2018-04-16T14:51
 no touch 
MA TRADER ||  2018-04-16T14:54 #:  0 {} last Price  O:  12317.5 H:  12322.5 L:  12310.0 C:  12317.5  SMA  12356.395833333334  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  14:54  || Last Bar O:  12317.5 H:  12322.5 L:  12310.0 C:  12317.5  || SMA60  12356.4
 no touch 
MA TRADER ||  2018-04-16T14:55 #:  0 {} last Price  O:  12317.5 H:  12322.5 L:  12310.0 C:  12312.5  SMA  12356.395833333334  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  14:55  || Last Bar O:  12317.5 H:  12322.5 L:  12310.0 C:  12312.5  || SMA60  12356.4
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:56
Observing MA Touch ||  Time:  14:56  || Last Bar O:  12310.0 H:  12310.0 L:  12305.0 C:  12305.0  || SMA60  12353.4
MA TRADER ||  2018-04-16T14:56 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12305.0 C:  12305.0  SMA  12353.395833333334  last trade time  2018-04-16T14:51
 no touch 
Observing MA Touch ||  Time:  14:57  || Last Bar O:  12310.0 H:  12310.0 L:  12300.0 C:  12300.0  || SMA60  12353.4
MA TRADER ||  2018-04-16T14:57 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12300.0 C:  12300.0  SMA  12353.395833333334  last trade time  2018-04-16T14:51
 no touch 
Observing MA Touch ||  Time:  14:58  || Last Bar O:  12310.0 H:  12310.0 L:  12295.0 C:  12297.5  || SMA60  12353.4
MA TRADER ||  2018-04-16T14:58 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12295.0 C:  12297.5  SMA  12353.395833333334  last trade time  2018-04-16T14:51
 no touch 
MA TRADER ||  2018-04-16T14:59 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12292.5 C:  12295.0  SMA  12353.395833333334  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  14:59  || Last Bar O:  12310.0 H:  12310.0 L:  12292.5 C:  12295.0  || SMA60  12353.4
 no touch 
MA TRADER ||  2018-04-16T15:00 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12287.5 C:  12297.5  SMA  12353.395833333334  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:00  || Last Bar O:  12310.0 H:  12310.0 L:  12287.5 C:  12297.5  || SMA60  12353.4
 no touch 
CANCELLING ALL ORDERS  2018-04-16T15:01
MA TRADER ||  2018-04-16T15:01 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12287.5 C:  12300.0  SMA  12353.395833333334  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:01  || Last Bar O:  12310.0 H:  12310.0 L:  12287.5 C:  12300.0  || SMA60  12353.4
 no touch 
MA TRADER ||  2018-04-16T15:02 #:  0 {} last Price  O:  12297.5 H:  12297.5 L:  12287.5 C:  12292.5  SMA  12350.416666666666  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:02  || Last Bar O:  12297.5 H:  12297.5 L:  12287.5 C:  12292.5  || SMA60  12350.42
 no touch 
Observing MA Touch ||  Time:  15:03  || Last Bar O:  12297.5 H:  12302.5 L:  12287.5 C:  12302.5  || SMA60  12350.42
MA TRADER ||  2018-04-16T15:03 #:  0 {} last Price  O:  12297.5 H:  12302.5 L:  12287.5 C:  12302.5  SMA  12350.416666666666  last trade time  2018-04-16T14:51
 no touch 
Observing MA Touch ||  Time:  15:04  || Last Bar O:  12297.5 H:  12302.5 L:  12287.5 C:  12295.0  || SMA60  12350.42
MA TRADER ||  2018-04-16T15:04 #:  0 {} last Price  O:  12297.5 H:  12302.5 L:  12287.5 C:  12295.0  SMA  12350.416666666666  last trade time  2018-04-16T14:51
 no touch 
Observing MA Touch ||  Time:  15:05  || Last Bar O:  12297.5 H:  12302.5 L:  12287.5 C:  12287.5  || SMA60  12350.42
MA TRADER ||  2018-04-16T15:05 #:  0 {} last Price  O:  12297.5 H:  12302.5 L:  12287.5 C:  12287.5  SMA  12350.416666666666  last trade time  2018-04-16T14:51
 no touch 
CANCELLING ALL ORDERS  2018-04-16T15:06
MA TRADER ||  2018-04-16T15:06 #:  0 {} last Price  O:  12290.0 H:  12292.5 L:  12287.5 C:  12292.5  SMA  12347.125  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:06  || Last Bar O:  12290.0 H:  12292.5 L:  12287.5 C:  12292.5  || SMA60  12347.13
 no touch 
Observing MA Touch ||  Time:  15:07  || Last Bar O:  12290.0 H:  12295.0 L:  12287.5 C:  12287.5  || SMA60  12347.13
MA TRADER ||  2018-04-16T15:07 #:  0 {} last Price  O:  12290.0 H:  12295.0 L:  12287.5 C:  12287.5  SMA  12347.125  last trade time  2018-04-16T14:51
 no touch 
MA TRADER ||  2018-04-16T15:08 #:  0 {} last Price  O:  12290.0 H:  12295.0 L:  12285.0 C:  12287.5  SMA  12347.125  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:08  || Last Bar O:  12290.0 H:  12295.0 L:  12285.0 C:  12287.5  || SMA60  12347.13
 no touch 
MA TRADER ||  2018-04-16T15:09 #:  0 {} last Price  O:  12290.0 H:  12295.0 L:  12285.0 C:  12287.5  SMA  12347.125  last trade time  2018-04-16T14:51
Observing MA Touch ||  Time:  15:09  || Last Bar O:  12290.0 H:  12295.0 L:  12285.0 C:  12287.5  || SMA60  12347.13
 no touch 
CANCELLING ALL ORDERS  2018-04-16T15:10
MA TRADER ||  2018-04-16T15:10 #:  0 {} last Price  O:  12280.0 H:  12280.0 L:  12280.0 C:  12280.0  SMA  0.0  last trade time  2018-04-16T15:10
MA TRADER ||  2018-04-16T15:11 #:  0 {} last Price  O:  12275.0 H:  12275.0 L:  12270.0 C:  12272.5  SMA  12343.75  last trade time  2018-04-16T15:10
Observing MA Touch ||  Time:  15:11  || Last Bar O:  12275.0 H:  12275.0 L:  12270.0 C:  12272.5  || SMA60  12343.75
 no touch 
Observing MA Touch ||  Time:  15:12  || Last Bar O:  12275.0 H:  12275.0 L:  12267.5 C:  12267.5  || SMA60  12343.75
MA TRADER ||  2018-04-16T15:12 #:  0 {} last Price  O:  12275.0 H:  12275.0 L:  12267.5 C:  12267.5  SMA  12343.75  last trade time  2018-04-16T15:10
 no touch 
Observing MA Touch ||  Time:  15:13  || Last Bar O:  12275.0 H:  12275.0 L:  12262.5 C:  12265.0  || SMA60  12343.75
MA TRADER ||  2018-04-16T15:13 #:  0 {} last Price  O:  12275.0 H:  12275.0 L:  12262.5 C:  12265.0  SMA  12343.75  last trade time  2018-04-16T15:10
 no touch 
MA TRADER ||  2018-04-16T15:14 #:  0 {} last Price  O:  12275.0 H:  12275.0 L:  12262.5 C:  12267.5  SMA  12343.75  last trade time  2018-04-16T15:10
Observing MA Touch ||  Time:  15:14  || Last Bar O:  12275.0 H:  12275.0 L:  12262.5 C:  12267.5  || SMA60  12343.75
 no touch 
CANCELLING ALL ORDERS  2018-04-16T15:15
Observing MA Touch ||  Time:  15:15  || Last Bar O:  12275.0 H:  12275.0 L:  12262.5 C:  12265.0  || SMA60  12343.75
MA TRADER ||  2018-04-16T15:15 #:  0 {} last Price  O:  12275.0 H:  12275.0 L:  12262.5 C:  12265.0  SMA  12343.75  last trade time  2018-04-16T15:10
 no touch 
Observing MA Touch ||  Time:  15:16  || Last Bar O:  12265.0 H:  12270.0 L:  12265.0 C:  12270.0  || SMA60  12340.58
MA TRADER ||  2018-04-16T15:16 #:  0 {} last Price  O:  12265.0 H:  12270.0 L:  12265.0 C:  12270.0  SMA  12340.583333333334  last trade time  2018-04-16T15:10
 no touch 
Observing MA Touch ||  Time:  15:17  || Last Bar O:  12265.0 H:  12272.5 L:  12265.0 C:  12272.5  || SMA60  12340.58
MA TRADER ||  2018-04-16T15:17 #:  0 {} last Price  O:  12265.0 H:  12272.5 L:  12265.0 C:  12272.5  SMA  12340.583333333334  last trade time  2018-04-16T15:10
 no touch 
MA TRADER ||  2018-04-16T15:18 #:  0 {} last Price  O:  12265.0 H:  12272.5 L:  12265.0 C:  12270.0  SMA  12340.583333333334  last trade time  2018-04-16T15:10
Observing MA Touch ||  Time:  15:18  || Last Bar O:  12265.0 H:  12272.5 L:  12265.0 C:  12270.0  || SMA60  12340.58
 no touch 
MA TRADER ||  2018-04-16T15:18 #:  0 {} last Price  O:  12270.0 H:  12270.0 L:  12270.0 C:  12270.0  SMA  0.0  last trade time  2018-04-16T15:18
CANCELLING ALL ORDERS  2018-04-16T15:18
 outside tradable time slot
overnight 4-16 15:19:07  overnight trade done 0 current percentile  25  PD:  -0.0021 current price  12272.5  index  12297.8 bid  12272.5  ask  12275.0
Observing MA Touch ||  Time:  15:19  || Last Bar O:  12265.0 H:  12277.5 L:  12265.0 C:  12275.0  || SMA60  12340.58
MA TRADER ||  2018-04-16T15:19 #:  0 {} last Price  O:  12265.0 H:  12277.5 L:  12265.0 C:  12275.0  SMA  12340.58  last trade time  2018-04-16T15:18
 no touch 
 outside tradable time slot
overnight 4-16 15:20:07  overnight trade done 0 current percentile  25  PD:  -0.0021 current price  12272.5  index  12297.8 bid  12272.5  ask  12275.0
Observing MA Touch ||  Time:  15:20  || Last Bar O:  12265.0 H:  12277.5 L:  12265.0 C:  12270.0  || SMA60  12340.58
MA TRADER ||  2018-04-16T15:20 #:  0 {} last Price  O:  12265.0 H:  12277.5 L:  12265.0 C:  12270.0  SMA  12340.58  last trade time  2018-04-16T15:18
 no touch 
 outside tradable time slot
overnight 4-16 15:21:07  overnight trade done 0 current percentile  19  PD:  -0.0023 current price  12270.0  index  12297.8 bid  12270.0  ask  12272.5
